id,query,bucket,entity_type,candidate_id,candidate_label,candidate_description,candidate_score,candidate_source,candidate_url,wiki_match
QW3171,A brivele der mamen,expression,entity,Q162,a foter tzu zayn zun,,0.358974358974359,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW3171,A brivele der mamen,expression,entity,__create__,A brivele der mamen,,0.0,create,,
QW3171,A brivele der mamen,expression,entity,__create__,A brivele der mamen,,,,,
QW3178,A gute heym,expression,entity,Q165,a gute heym,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q165,
QW3178,A gute heym,expression,entity,Q160,a brivele der mamen,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q160,
QW3178,A gute heym,expression,entity,Q162,a foter tzu zayn zun,,0.3870967741935484,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW3178,A gute heym,expression,entity,Q158,a bird over jerusalem,,0.375,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q158,
QW3178,A gute heym,expression,entity,Q159,a bisl libe un a bisl glik,,0.33333333333333326,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q159,
QW3178,A gute heym,expression,entity,Q161,a carol for hanukka,,0.2666666666666667,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q161,
QW3178,A gute heym,expression,entity,__create__,A gute heym,,0.0,create,,
QW3178,A gute heym,expression,entity,__create__,A gute heym,,,,,
QW3181,A malke af peysekh,expression,entity,Q169,a malke af peysekh,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q169,
QW3181,A malke af peysekh,expression,entity,Q161,a carol for hanukka,,0.4324324324324324,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q161,
QW3181,A malke af peysekh,expression,entity,Q158,a bird over jerusalem,,0.4102564102564103,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q158,
QW3181,A malke af peysekh,expression,entity,Q159,a bisl libe un a bisl glik,,0.3783783783783784,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q159,
QW3181,A malke af peysekh,expression,entity,Q160,a brivele der mamen,,0.3783783783783784,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q160,
QW3181,A malke af peysekh,expression,entity,Q162,a foter tzu zayn zun,,0.31578947368421056,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW3181,A malke af peysekh,expression,entity,__create__,A malke af peysekh,,0.0,create,,
QW3181,A malke af peysekh,expression,entity,__create__,A malke af peysekh,,,,,
QW3185,Abi gezunt,expression,entity,Q194,abi gezunt,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q194,
QW3185,Abi gezunt,expression,entity,__create__,Abi gezunt,,0.0,create,,
QW3185,Abi gezunt,expression,entity,__create__,Abi gezunt,,,,,
QW3188,Bay mir bistu sheyn,expression,entity,Q320,bay mir bistu sheyn,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q320,
QW3188,Bay mir bistu sheyn,expression,entity,Q321,baym bentshn likht,,0.48648648648648646,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q321,
QW3188,Bay mir bistu sheyn,expression,entity,Q322,baym taykh,,0.41379310344827586,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q322,
QW3188,Bay mir bistu sheyn,expression,entity,Q879,miriam gideon,,0.3125,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q879,
QW3188,Bay mir bistu sheyn,expression,entity,__create__,Bay mir bistu sheyn,,0.0,create,,
QW3188,Bay mir bistu sheyn,expression,entity,__create__,Bay mir bistu sheyn,,,,,
QW3191,Der alter tsigayner,expression,entity,Q401,der alter tsigayner,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q401,
QW3191,Der alter tsigayner,expression,entity,Q405,der nakht vekhter,,0.5555555555555556,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q405,
QW3191,Der alter tsigayner,expression,entity,Q404,der khazn un der gabe,,0.5,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q404,
QW3191,Der alter tsigayner,expression,entity,Q403,der dishvasher,,0.48484848484848486,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q403,
QW3191,Der alter tsigayner,expression,entity,Q402,der badkhn,,0.4615384615384615,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q402,
QW3191,Der alter tsigayner,expression,entity,__create__,Der alter tsigayner,,0.0,create,,
QW3191,Der alter tsigayner,expression,entity,__create__,Der alter tsigayner,,,,,
QW3195,Der dishvasher,expression,entity,Q403,der dishvasher,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q403,
QW3195,Der dishvasher,expression,entity,Q405,der nakht vekhter,,0.5806451612903225,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q405,
QW3195,Der dishvasher,expression,entity,Q402,der badkhn,,0.5,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q402,
QW3195,Der dishvasher,expression,entity,Q401,der alter tsigayner,,0.48484848484848486,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q401,
QW3195,Der dishvasher,expression,entity,Q404,der khazn un der gabe,,0.3870967741935484,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q404,
QW3195,Der dishvasher,expression,entity,__create__,Der dishvasher,,0.0,create,,
QW3195,Der dishvasher,expression,entity,__create__,Der dishvasher,,,,,
QW3199,Der nayer sher,expression,entity,Q406,der nayer sher,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q406,
QW3199,Der nayer sher,expression,entity,Q401,der alter tsigayner,,0.6666666666666665,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q401,
QW3199,Der nayer sher,expression,entity,Q405,der nakht vekhter,,0.6451612903225806,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q405,
QW3199,Der nayer sher,expression,entity,Q403,der dishvasher,,0.6428571428571428,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q403,
QW3199,Der nayer sher,expression,entity,Q404,der khazn un der gabe,,0.5161290322580645,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q404,
QW3199,Der nayer sher,expression,entity,Q402,der badkhn,,0.5,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q402,
QW3199,Der nayer sher,expression,entity,__create__,Der nayer sher,,0.0,create,,
QW3199,Der nayer sher,expression,entity,__create__,Der nayer sher,,,,,
QW3201,Di grine kuzine,expression,entity,Q410,di grine kuzine,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q410,
QW3201,Di grine kuzine,expression,entity,Q413,di naye hagode,,0.5517241379310345,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q413,
QW3201,Di grine kuzine,expression,entity,Q1380,Die griene cusiene (recording),Musical recording of the Yiddish song,0.5116279069767442,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1380,
QW3201,Di grine kuzine,expression,entity,Q414,di shmeterling un di blum,,0.48648648648648646,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q414,
QW3201,Di grine kuzine,expression,entity,Q411,di khanike likht,,0.4516129032258065,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q411,
QW3201,Di grine kuzine,expression,entity,Q412,di mayse mit der velt,,0.4444444444444444,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q412,
QW3201,Di grine kuzine,expression,entity,Q1379,Die griene cusiene (Work) (די גרינע קוזינע),"famous 1921 Yiddish song detailing the disillusionment of Jewish immigrants in America, written by Jacob Leiserowitz and composed by Abe Schwartz.",0.3703703703703704,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1379,
QW3201,Di grine kuzine,expression,entity,__create__,Di grine kuzine,,0.0,create,,
QW3201,Di grine kuzine,expression,entity,__create__,Di grine kuzine,,,,,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,Q421,"dir a ""nikl,"" mir a ""nikl""",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q421,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,Q161,a carol for hanukka,,0.48484848484848486,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q161,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,Q879,miriam gideon,,0.4444444444444444,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q879,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,Q159,a bisl libe un a bisl glik,,0.4242424242424242,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q159,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,Q160,a brivele der mamen,,0.4242424242424242,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q160,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,Q158,a bird over jerusalem,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q158,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,Q162,a foter tzu zayn zun,,0.35294117647058826,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,__create__,"Dir a ""nikl,"" mir a ""nikl""",,0.0,create,,
QW3204,"Dir a ""nikl,"" mir a ""nikl""",expression,entity,__create__,"Dir a ""nikl,"" mir a ""nikl""",,,,,
QW3206,Dos yidishe lid,expression,entity,Q426,dos yidishe lid,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q426,
QW3206,Dos yidishe lid,expression,entity,Q425,dos reyd funem novi,,0.4705882352941177,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q425,
QW3206,Dos yidishe lid,expression,entity,Q423,dos gold fun dayne oygn,,0.4210526315789474,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q423,
QW3206,Dos yidishe lid,expression,entity,Q424,dos lidl fun dem goldenem land,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q424,
QW3206,Dos yidishe lid,expression,entity,__create__,Dos yidishe lid,,0.0,create,,
QW3206,Dos yidishe lid,expression,entity,__create__,Dos yidishe lid,,,,,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q431,du bist dos likht fun mayne oygn,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q431,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q948,oygn,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q948,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q423,dos gold fun dayne oygn,,0.6857142857142857,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q423,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q424,dos lidl fun dem goldenem land,,0.4838709677419355,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q424,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q425,dos reyd funem novi,,0.4705882352941177,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q425,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q432,du shaynst vi di zun,,0.4615384615384615,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q432,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q426,dos yidishe lid,,0.425531914893617,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q426,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q500,fun vayte teg,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q500,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,Q717,likhtelekh,,0.2857142857142857,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q717,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,__create__,Du bist dos likht fun mayne oygn,,0.0,create,,
QW3210,Du bist dos likht fun mayne oygn,expression,entity,__create__,Du bist dos likht fun mayne oygn,,,,,
QW3214,Du shaynst vi di zun,expression,entity,Q432,du shaynst vi di zun,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q432,
QW3214,Du shaynst vi di zun,expression,entity,Q414,di shmeterling un di blum,,0.5714285714285715,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q414,
QW3214,Du shaynst vi di zun,expression,entity,Q412,di mayse mit der velt,,0.5365853658536586,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q412,
QW3214,Du shaynst vi di zun,expression,entity,Q431,du bist dos likht fun mayne oygn,,0.4615384615384615,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q431,
QW3214,Du shaynst vi di zun,expression,entity,Q411,di khanike likht,,0.4444444444444444,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q411,
QW3214,Du shaynst vi di zun,expression,entity,Q413,di naye hagode,,0.411764705882353,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q413,
QW3214,Du shaynst vi di zun,expression,entity,Q410,di grine kuzine,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q410,
QW3214,Du shaynst vi di zun,expression,entity,Q1270,visions and prophecies,,0.38095238095238093,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1270,
QW3214,Du shaynst vi di zun,expression,entity,Q1268,violin concerto no. 1,,0.3414634146341463,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1268,
QW3214,Du shaynst vi di zun,expression,entity,Q1269,violin concerto no. 2,,0.3414634146341463,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1269,
QW3214,Du shaynst vi di zun,expression,entity,Q1266,vi y'malle (processional),,0.2857142857142857,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1266,
QW3214,Du shaynst vi di zun,expression,entity,Q1267,viglid,,0.15384615384615385,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1267,
QW3214,Du shaynst vi di zun,expression,entity,__create__,Du shaynst vi di zun,,0.0,create,,
QW3214,Du shaynst vi di zun,expression,entity,__create__,Du shaynst vi di zun,,,,,
QW3218,"Es tsit, es brit",expression,entity,Q462,"es tsit, es brit",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q462,
QW3218,"Es tsit, es brit",expression,entity,Q465,essa enai,,0.4761904761904762,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q465,
QW3218,"Es tsit, es brit",expression,entity,Q463,eshet ḥayil,,0.34782608695652173,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q463,
QW3218,"Es tsit, es brit",expression,entity,Q466,esther,,0.33333333333333326,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q466,
QW3218,"Es tsit, es brit",expression,entity,Q464,eshet ḥayil (michael isaacson),,0.25,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q464,
QW3218,"Es tsit, es brit",expression,entity,__create__,"Es tsit, es brit",,0.0,create,,
QW3218,"Es tsit, es brit",expression,entity,__create__,"Es tsit, es brit",,,,,
QW3221,Eyn kuk af dir,expression,entity,Q469,eyn kuk af dir,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q469,
QW3221,Eyn kuk af dir,expression,entity,Q421,"dir a ""nikl,"" mir a ""nikl""",,0.5714285714285715,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q421,
QW3221,Eyn kuk af dir,expression,entity,__create__,Eyn kuk af dir,,0.0,create,,
QW3221,Eyn kuk af dir,expression,entity,__create__,Eyn kuk af dir,,,,,
QW3223,Fifty-fifty,expression,entity,__create__,Fifty-fifty,,0.0,create,,
QW3223,Fifty-fifty,expression,entity,__create__,Fifty-fifty,,,,,
QW3227,Glik,expression,entity,Q510,glik,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q510,
QW3227,Glik,expression,entity,__create__,Glik,,0.0,create,,
QW3227,Glik,expression,entity,__create__,Glik,,,,,
QW3230,Got un zayn mishpet iz gerekht,expression,entity,Q513,got un zayn mishpet iz gerekht,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q513,
QW3230,Got un zayn mishpet iz gerekht,expression,entity,Q1231,un'taneh tokef,,0.37209302325581395,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1231,
QW3230,Got un zayn mishpet iz gerekht,expression,entity,Q1234,un'tanne tokef,,0.37209302325581395,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1234,
QW3230,Got un zayn mishpet iz gerekht,expression,entity,Q1232,"un'taneh tokef, continued: b'rosh hashana...ut'shuva ut'filla",,0.35294117647058826,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1232,
QW3230,Got un zayn mishpet iz gerekht,expression,entity,Q1235,union hymnal selections,,0.339622641509434,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1235,
QW3230,Got un zayn mishpet iz gerekht,expression,entity,Q1233,"un'taneh tokef, continued: uvashofar gadol",,0.318840579710145,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q1233,
QW3230,Got un zayn mishpet iz gerekht,expression,entity,__create__,Got un zayn mishpet iz gerekht,,0.0,create,,
QW3230,Got un zayn mishpet iz gerekht,expression,entity,__create__,Got un zayn mishpet iz gerekht,,,,,
QW3236,Hamavdil,expression,entity,Q525,hamavdil,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q525,
QW3236,Hamavdil,expression,entity,__create__,Hamavdil,,0.0,create,,
QW3236,Hamavdil,expression,entity,__create__,Hamavdil,,,,,
QW3240,Hu-tsa-tsa,expression,entity,__create__,Hu-tsa-tsa,,0.0,create,,
QW3240,Hu-tsa-tsa,expression,entity,__create__,Hu-tsa-tsa,,,,,
QW3244,Hudl mitn shtrudl,expression,entity,Q574,hudl mitn shtrudl,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q574,
QW3244,Hudl mitn shtrudl,expression,entity,__create__,Hudl mitn shtrudl,,0.0,create,,
QW3244,Hudl mitn shtrudl,expression,entity,__create__,Hudl mitn shtrudl,,,,,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q603,"ikh bin a ""boarder"" bay mayn vayb",,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q603,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q604,ikh bin der vaynrib,,0.64,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q604,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q605,ikh bin farlibt,,0.6363636363636364,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q605,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q767,mayn goldele,,0.5,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q767,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q160,a brivele der mamen,,0.48,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q160,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q320,bay mir bistu sheyn,,0.48,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q320,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q607,ikh hob dikh shoyn lang,,0.4444444444444444,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q607,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q770,mayn yidishe meydle,,0.44,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q770,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q161,a carol for hanukka,,0.44,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q161,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q162,a foter tzu zayn zun,,0.43137254901960786,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q768,mayn rue platz (selections from mir trogn a gezang),,0.425,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q768,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q158,a bird over jerusalem,,0.4230769230769231,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q158,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q321,baym bentshn likht,,0.40816326530612246,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q321,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,Q159,a bisl libe un a bisl glik,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q159,
QW3248,"Ikh bin a ""boarder"" bay mayn vayb",expression,entity,__create__,"Ikh bin a ""boarder"" bay mayn vayb",,,,,
QW3251,Ikh bin farlibt,expression,entity,Q605,ikh bin farlibt,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q605,
QW3251,Ikh bin farlibt,expression,entity,Q604,ikh bin der vaynrib,,0.7058823529411765,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q604,
QW3251,Ikh bin farlibt,expression,entity,Q603,"ikh bin a ""boarder"" bay mayn vayb",,0.6363636363636364,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q603,
QW3251,Ikh bin farlibt,expression,entity,Q606,"ikh hob dikh lib, amerike",,0.4615384615384615,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q606,
QW3251,Ikh bin farlibt,expression,entity,Q607,ikh hob dikh shoyn lang,,0.368421052631579,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q607,
QW3251,Ikh bin farlibt,expression,entity,__create__,Ikh bin farlibt,,0.0,create,,
QW3251,Ikh bin farlibt,expression,entity,__create__,Ikh bin farlibt,,,,,
QW3253,Ikh hob dikh tsufil lib,expression,entity,Q608,ikh hob dikh tsufil lib,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q608,
QW3253,Ikh hob dikh tsufil lib,expression,entity,Q606,"ikh hob dikh lib, amerike",,0.8205128205128205,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q606,
QW3253,Ikh hob dikh tsufil lib,expression,entity,Q607,ikh hob dikh shoyn lang,,0.6956521739130435,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q607,
QW3253,Ikh hob dikh tsufil lib,expression,entity,Q605,ikh bin farlibt,,0.5263157894736842,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q605,
QW3253,Ikh hob dikh tsufil lib,expression,entity,Q604,ikh bin der vaynrib,,0.42857142857142855,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q604,
QW3253,Ikh hob dikh tsufil lib,expression,entity,Q603,"ikh bin a ""boarder"" bay mayn vayb",,0.3703703703703704,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q603,
QW3253,Ikh hob dikh tsufil lib,expression,entity,__create__,Ikh hob dikh tsufil lib,,0.0,create,,
QW3253,Ikh hob dikh tsufil lib,expression,entity,__create__,Ikh hob dikh tsufil lib,,,,,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q612,ikh vil es hern nokh amol,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q612,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q606,"ikh hob dikh lib, amerike",,0.5306122448979592,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q606,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q603,"ikh bin a ""boarder"" bay mayn vayb",,0.4642857142857143,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q603,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q604,ikh bin der vaynrib,,0.45454545454545453,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q604,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q607,ikh hob dikh shoyn lang,,0.41666666666666663,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q607,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q464,eshet ḥayil (michael isaacson),,0.41509433962264153,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q464,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q463,eshet ḥayil,,0.38888888888888884,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q463,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q462,"es tsit, es brit",,0.3783783783783784,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q462,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q605,ikh bin farlibt,,0.35,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q605,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q466,esther,,0.32258064516129037,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q466,
QW3255,Ikh vil es hern nokh amol,expression,entity,Q465,essa enai,,0.23529411764705885,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q465,
QW3255,Ikh vil es hern nokh amol,expression,entity,__create__,Ikh vil es hern nokh amol,,0.0,create,,
QW3255,Ikh vil es hern nokh amol,expression,entity,__create__,Ikh vil es hern nokh amol,,,,,
QW3257,Ikh zing,expression,entity,Q613,ikh zing,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q613,
QW3257,Ikh zing,expression,entity,Q603,"ikh bin a ""boarder"" bay mayn vayb",,0.5454545454545454,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q603,
QW3257,Ikh zing,expression,entity,Q604,ikh bin der vaynrib,,0.5454545454545454,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q604,
QW3257,Ikh zing,expression,entity,Q605,ikh bin farlibt,,0.5454545454545454,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q605,
QW3257,Ikh zing,expression,entity,Q606,"ikh hob dikh lib, amerike",,0.5454545454545454,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q606,
QW3257,Ikh zing,expression,entity,Q607,ikh hob dikh shoyn lang,,0.5454545454545454,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q607,
QW3257,Ikh zing,expression,entity,__create__,Ikh zing,,0.0,create,,
QW3257,Ikh zing,expression,entity,__create__,Ikh zing,,,,,
QW3259,In a kleyn shtibele,expression,entity,Q615,in a kleyn shtibele,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q615,
QW3259,In a kleyn shtibele,expression,entity,Q159,a bisl libe un a bisl glik,,0.4736842105263158,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q159,
QW3259,In a kleyn shtibele,expression,entity,Q160,a brivele der mamen,,0.4210526315789474,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q160,
QW3259,In a kleyn shtibele,expression,entity,Q158,a bird over jerusalem,,0.4,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q158,
QW3259,In a kleyn shtibele,expression,entity,Q616,in memoriam,,0.33333333333333326,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q616,
QW3259,In a kleyn shtibele,expression,entity,Q162,a foter tzu zayn zun,,0.3076923076923077,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q162,
QW3259,In a kleyn shtibele,expression,entity,Q617,interracial followship chorus of new york,,0.2666666666666667,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q617,
QW3259,In a kleyn shtibele,expression,entity,Q161,a carol for hanukka,,0.26315789473684204,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q161,
QW3259,In a kleyn shtibele,expression,entity,__create__,In a kleyn shtibele,,0.0,create,,
QW3259,In a kleyn shtibele,expression,entity,__create__,In a kleyn shtibele,,,,,
QW3261,Lebn zol kolumbus,expression,entity,Q708,lebn zol kolumbus,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q708,
QW3261,Lebn zol kolumbus,expression,entity,__create__,Lebn zol kolumbus,,0.0,create,,
QW3261,Lebn zol kolumbus,expression,entity,__create__,Lebn zol kolumbus,,,,,
QW3264,Mayn Goldele,expression,entity,Q767,mayn goldele,,1.0,wikibase,https://husky.oarc.ucla.edu/wiki/Item:Q767,
